SITC Revision 2 Product Code,SITC Revision 2 Product Description,BEC Product Code,BEC Product Description
65314,Tyre cord fabric of contin.synth.textile materials,22,Processed
65315,"Fabrics,woven,contain.85% of contin.synth.text.mat",22,Processed
65316,"Fabrics,woven of continous synth.textile materials",22,Processed
6532,"Fabrics,woven contain.85% of discontin.synth.fibr.",22,Processed
65341,Fabrics mixed mainly or solely with cotton,22,Processed
65342,Fabrics mixed with wool or fine animal hair,22,Processed
65343,Fabrics mixed with contin.man-made texti.materials,22,Processed
65349,Fabrics mixed with fibres oth.than cotton.wool etc,22,Processed
65354,Tyre cord fabric of contin.regener.text.materials,22,Processed
65355,"Fabrics,woven contain.85% of contin.regener.t.mat.",22,Processed
65356,"Fabricc,woven of continuous regener.text.materials",22,Processed
6536,"Fabrics,woven contain.85% of discont.regener.fibr.",22,Processed
65381,"Fabrics,mixed mainly or solely with cotton",22,Processed
65382,"Fabrics,mixed mainly solely with wool,fin.ani.hair",22,Processed
65383,"Fabrics,mixed with contin.man-made text.materials",22,Processed
65389,"Fabrics,mixed with fibres oth.than cotton,wool etc",22,Processed
65397,Pile fabrics synthetic,22,Processed
65398,Pile fabrics regenerated,22,Processed
6541,"Fabrics,woven,of silk,of noil or other waste silk",22,Processed
65421,Fabrics of >85% carded wool or carded fine an.hair,22,Processed
65422,Fabrics of >85% combed wool or combed fine an.hair,22,Processed
65431,"Fabr.,woven,of wool etc.mix.with contin.synth.fibr",22,Processed
65432,"Fabr.,woven,of wool etc.mix.with discont.synt.fibr",22,Processed
65433,Fabr.wool mix.with fibr.oth.than cont/disc.synth.f,22,Processed
65434,"Pile & chenille fabrics,woven of wool/fin.ani.hair",22,Processed
6544,"Fabrics,woven,of flax or of ramie",22,Processed
6545,"Fabrics,woven,of jute or of other textile bast fib",22,Processed
6546,"Fabrics of glass fibre,pile fab.tulle,lace,knitted",22,Processed
65491,"Fabrics,woven,of metal thread/of metallized yarn",22,Processed
65492,"Fabrics,woven,of horsehair/of oth.coarse anim.hair",22,Processed
65498,"Fabrics,woven of paper yarn & oth.veget.text.fibr.",22,Processed
65499,"Pile fabrics and chenille fabrics,woven,n.e.s.",22,Processed
6551,Knitted/croch.fab.not elast.nor rubberiz.of synt.f,22,Processed
65521,Knitted/crocheted fabrics of wool/fine animal hair,22,Processed
65522,Knitted/crocheted fabrics of cotton,22,Processed
65523,Knitted/crocheted fabrics of regenerated fibres,22,Processed
65529,Knitted/crocheted fabrics of other fibres,22,Processed
6553,Knitted/crocheted fabrics elastic or rubberized,22,Processed
65601,Narrow woven fabrics consist.of warp without weft,22,Processed
65602,"Woven labels,badges and the like,not embroidered",22,Processed
65603,"Chenille & gimped yarn,braids & ornament.trimmings",22,Processed
65604,"Tulle and other net fabrics,plain",22,Processed
65605,Tull.& oth.net fab.figured;hand/mechanic.made lace,22,Processed
65606,"Embroidery,in the piece,in strips or in motifs",22,Processed
6571,"Felt & articl.of felt,nes,whether/not impregnated",22,Processed
6572,"Bonded fibre fabrics,similar bonded yarn fabrics",22,Processed
65731,Textile fabrics coated with gum/amylaceous substa.,22,Processed
65732,"Text.fabr.coated,with prepar.of cellulose derivat.",22,Processed
65733,Rubberized textile fabrics,22,Processed
65739,Textile fabrics otherwise impregnated or coated,22,Processed
6574,Elastic fabrics and trimmings,22,Processed
65751,"Twine,cordage,ropes and cables,plaited or not",22,Processed
65752,"Nets and netting made of twine,cordage or rope",22,Processed
65759,"Oth.articl.made from yarn,twine,cordage,rope/cabl.",22,Processed
65761,"Hat-forms,hat bodies and hoods of felt",22,Processed
65762,"Hat-shapes,plaited/made from plaited/other strips",22,Processed
65771,"Wadding and articles of wadding,n.e.s.",22,Processed
65772,"Wicks,of woven,plaited/knitted textile materials",22,Processed
6581,"Sacks and bags,of textile materials",22,Processed
6611,"Quicklime,slaked lime and hydraulic lime",22,Processed
6612,"Portland cement,ciment fondu,slag cement etc.",22,Processed
66131,"Road & paving setts,curbs & flagst.of natur.stone",22,Processed
66132,"Building & monument.stone,worked,nes mosaic cubes",22,Processed
66133,"Slate,worked,and articles of slate",22,Processed
66181,Articles of asphalt or of similar material,22,Processed
66182,"Panels,boards,tiles,etc.of veget.fibre,of wood fib",22,Processed
66183,"Artic.of asbestos-cement,of cellulose fibre-cement",22,Processed
66231,"Heat-insulating bricks,blocks,tiles & oth.heat-ins",22,Processed
66232,"Refract.bricks,blocks,tiles & simil.refract.constr",22,Processed
66233,"Refractory cements,mortars & similar compositions",22,Processed
66241,Building bricks,22,Processed
66242,"Roofing tiles,chimney-pots & oth.ceramic construct",22,Processed
66243,"Ceramic piping,conduits and guttering",22,Processed
66244,"Unglazed ceramic setts,flags and paving",22,Processed
66245,"Glazed ceramic setts,flags and paving",22,Processed
6631,"Hand polishing stones,whetstones,oilstones,hones",22,Processed
6632,Natural or artificial abrasive powder or grain,22,Processed
66331,Articles of plastering material,22,Processed
66332,"Articles of cement,of concrete/of artificial stone",22,Processed
66333,"Mica,worked,and articles of mica",22,Processed
66339,"Articles of stone/of other mineral substances,nes",22,Processed
6635,"Slag wool,rock wool and similar mineral wools",22,Processed
6637,"Refractory goods(eg.,retorts,crucibles etc ) n.e.s",22,Processed
66381,Fabricated asbestos and articles thereof,22,Processed
66382,"Friction material for brakes,for clutches etc.",22,Processed
66391,"Laboratory,chemical or industrial wares,ceramic",22,Processed
66392,"Other articles of ceramic materials,n.e.s.",22,Processed
66414,Glass in the mass;waste glass,22,Processed
66415,"Glass in balls,rods and tubes,unworked",22,Processed
6642,Optical glass and elements of optical glass,22,Processed
6643,"Drawn or blown glass,unworked,in rectangles",22,Processed
6644,"Cast,rolled,drawn or blown glass,in rectangles",22,Processed
6645,"Cast or rolled glass,unworked,whether figured/not",22,Processed
6646,"Bricks,tiles,slabs & oth.art.of pressed/moul.glass",22,Processed
6647,Safety glass consisting of toughened/laminat.glass,22,Processed
6648,"Glass mirrors(incl.rear-view mir.),unframed,framed",22,Processed
66491,"Cast,rolled,drawn/blown glass cut to shape or bent",22,Processed
66492,"Glass envelopes for electric lamps,electronic valv",22,Processed
66493,"Clock and watch glasses and similar glasses,curved",22,Processed
66494,"Glass fibre and articles made therefrom,n.e.s.",22,Processed
66511,"Carboys,bottles,jars,pots,tubular containers",22,Processed
66512,Glass inners for vacuum flasks/oth.vacuum vessels,22,Processed
66581,"Laboratory,hygienic and pharmaceutical glasware",22,Processed
66582,"Glass beads,imitation pearls,imit.precious stones",22,Processed
66589,"Other articles of glass,n.e.s.",22,Processed
66729,"Diamonds,cut/otherwise worked,not mounted or set",22,Processed
6673,"Oth.precious & semi-precious stones,unwork.cut etc",22,Processed
6674,Synthetic/reconstructed precious/semi-prec.stones,22,Processed
6712,"Pig iron,cast iron and spiegeleisen,in pigs,blocks",22,Processed
67131,"Shot and angular grit,of iron or steel",22,Processed
67132,Iron or steel powders (includ.sponge iron powder),22,Processed
67133,"Sponge iron or steel,not in powder form",22,Processed
67161,Ferro-manganese,22,Processed
67162,Ferro-silicon,22,Processed
67169,Other ferro-alloys,22,Processed
67241,Ingots of iron or steel,22,Processed
67242,Ingots of high carbon steel,22,Processed
67243,Ingots of stainless or heat-resisting steel,22,Processed
67244,Ingots of other alloy steel,22,Processed
67245,"Puddled bars & pilings;blocks,lumps & simil.forms",22,Processed
67251,Blooms etc.of other than high carbon/alloy steel,22,Processed
67252,Blooms etc.of high carbon steel,22,Processed
67254,Blooms etc.of stainless or heat-resisting steel,22,Processed
67255,Blooms etc.of other alloy steel,22,Processed
67271,Iron/steel coils of oth.than high carbon/alloy st.,22,Processed
67272,Iron/steel coils of high carbon steel,22,Processed
67274,Iron/steel coils of stainless/heat-resisting steel,22,Processed
67275,Iron/steel coils of other alloy steel,22,Processed
67311,Wire rod of other than high carbon or alloy steel,22,Processed
67312,Wire rod of high carbon steel,22,Processed
67314,Wire rod of stainless or heat-resisting steel,22,Processed
67315,Wire rod of other alloy steel,22,Processed
67322,"Bars & rods,of high carbon steel",22,Processed
67324,"Bars & rods,of stainless or heat-resisting steel",22,Processed
67325,"Bars & rods,of other alloy steel",22,Processed
67326,"Bars & rods,not furth.work.than hot rolled/extrud.",22,Processed
67327,"Bars & rods,forged,cold-formed or cold finished",22,Processed
67331,"U,i,h,sects.hot-rolled or extruded under 80 mm",22,Processed
67332,"U.i,h,sects.hot-rolled or extruded, 80 mm or more",22,Processed
67333,"Oth.angles,shapes & sectns.hot-rolled or extruded",22,Processed
67334,"Angles,shapes & sectns.cold-formed or cold-finishd",22,Processed
67335,"Other angles,shapes and sections,of iron or steel",22,Processed
67336,"Sheet piling of iron/stl.wheth./not drilled,etc.",22,Processed
67337,"Angles,shapes and sections,of high carbon steel",22,Processed
67338,"Angles,shapes & sects.,stainless/heat-resistg.stl.",22,Processed
67339,"Angles,shapes and sections,of other alloy steel",22,Processed
67414,Universal plates of oth.than high carbon/alloy stl,22,Processed
67415,Universal plates of high carbon or alloy steel,22,Processed
67441,"Sheets & plates,of oth.than high carbon/alloy stl.",22,Processed
67442,"Sheets & plates,of high carbon steel",22,Processed
67443,"Sheets & plates,of stainless or heat-resisting stl",22,Processed
67444,"Sheets & plates,of other alloy steel",22,Processed
67451,"Sheets & plates,of oth-than high carbon/alloy stl.",22,Processed
67452,"Sheets & plates,of high carbon steel",22,Processed
67453,"Sheets & plates,of stainless or heat-resisting stl",22,Processed
67454,"Sheets & plates,of other alloy steel",22,Processed
67461,"Sheets & plates,of oth.than high carbon/alloy stl.",22,Processed
67462,"Sheets & plates,of high carbon steel; < 3 mm",22,Processed
67463,"Sheets & plates,of stainl.or heat resist.stl.,<3mm",22,Processed
67464,"Sheets & plates,of other alloy steel; of < 3mm",22,Processed
6747,"Tinned sheets and plates,of steel",22,Processed
67491,"Oth.sheets & plates,of oth.than high cbn/alloy stl",22,Processed
67492,"Other sheets and plates,of high carbon steel",22,Processed
67493,"Oth.sheets & plates,of stainless/heat-resistg.stl.",22,Processed
67494,"Other sheets and plates,of other alloy steel",22,Processed
67501,"Hoop & strip,of other than high carbon/alloy steel",22,Processed
67502,"Hoop & strip,of high carbon steel",22,Processed
67504,"Hoop & strip,of stainless or heat-resisting steel",22,Processed
67505,"Hoop & strip,of other alloy steel",22,Processed
67601,Rails of iron or steel,22,Processed
67602,Oth.railway & tramway track construction material,22,Processed
67701,"Iron/steel wire,of oth.than high carbon/alloy stl.",22,Processed
67702,"Iron/steel wire,of high carbon steel",22,Processed
67704,"Iron/steel wire,of stainless/heat-resisting steel",22,Processed
67705,"Iron/steel wire,of other alloy steel",22,Processed
6781,"Tubes and pipes,of cast iron",22,Processed
6782,seamlesstubes and pipes;blanks for tubes & pipes,22,Processed
6783,"Other tubes and pipes,of iron or steel",22,Processed
6784,High-pressure hydro-electric conduits of steel,22,Processed
6785,"Tube & pipe fittings(joints,elbows)of iron/steel",22,Processed
6793,"Steel & iron forgings & stampings,in rough state",22,Processed
67941,Castings of iron,22,Processed
67942,Castings of steel,22,Processed
68112,"Rolled silver,unworked or semi-manufactured",22,Processed
68113,"Silver,unwrought, in primary forms",22,Processed
68114,"Silver,semi-manufactured,rods,sections,wire,etc.",22,Processed
68122,Rolled platinum or other platinum group metals,22,Processed
68123,"Platinum and platinum alloys,unwrought",22,Processed
68124,Oth.metals of the platinum group & alloys thereof,22,Processed
68125,Platin.& oth.metals of platin.grp.& alloys thereof,22,Processed
68211,Unrefined copper,22,Processed
68212,"Refined copper,unwrought",22,Processed
68213,Master alloys of copper,22,Processed
68221,"Bars,rods,angles,shapes & sectns.wrought,of copper",22,Processed
68222,"Plates,sheets and strip,wrought,of copper",22,Processed
68223,"Copper foil,of a thickness not exceeding 0,15mm",22,Processed
68224,Copper powders and flakes,22,Processed
68225,"Tubes,pipes,blanks therefor;hollow bars of copper",22,Processed
68226,"Tube and pipe fittings,of copper",22,Processed
6831,"Nickel & nickel alloys,unwrought (ingots,pigs,etc)",22,Processed
68321,"Bars,rods,angles,shapes & sectns.wrought,of nickel",22,Processed
68322,"Plates,sheets & strip,wrought,of nickel;nick.foil",22,Processed
68323,"Tubes,pipes,blanks therefor;hollow bars of nickel",22,Processed
68324,"Electro-plating anodes,of nickel,wrought/unwrought",22,Processed
6841,"Aluminium and aluminium alloys,unwrought",22,Processed
68421,"Bars,rods,angles,shapes & sectns.wrgt.of aluminium",22,Processed
68422,"Plates,sheets and strip,wrought,of aluminium",22,Processed
68423,"Aluminium foil,of a thickness not exceeding 0,20mm",22,Processed
68424,Aluminium powders and flakes,22,Processed
68425,"Tubes,pipes,blanks therefor;hollow bars of alumin.",22,Processed
68426,"Tube and pipe fittings,of aluminium",22,Processed
68511,Unrefined lead,22,Processed
68512,"Refined lead,unwrought",22,Processed
68513,"Lead alloys,unwrought",22,Processed
68521,"Bars,rods,angles,shapes & sections,wrought of lead",22,Processed
68522,"Plates,sheets and strip,wrought,of lead, >1700g/m2",22,Processed
68523,"Lead foil of a weight not exceeding 1,700g/m2",22,Processed
68524,"Tubes,pipes & blanks therefor;hollow bars of lead",22,Processed
6861,"Zinc and zinc alloys,unwrought",22,Processed
68631,"Bars,rods,angles,shapes & sections,wrought,of zinc",22,Processed
68632,"Plates,sheets and strip,wrought,of zinc;zinc foil",22,Processed
68633,"Zinc powders,dust and flakes",22,Processed
68634,"Tubes,pipes & blanks therefor;hollow bars of zinc",22,Processed
6871,"Tin and tin alloys,unwrought",22,Processed
68721,"Bars,rods,angles,shapes & sections,wrought,of tin",22,Processed
68722,"Plates,sheets and strip,wrought,of tin, > 1 kg/m2",22,Processed
68723,"Tin foil,of a weight not exceeding 1kg/m2",22,Processed
68724,"Tubes,pipes & blanks therefor;hollow bars of tin",22,Processed
6880,"Uranium depleted in u235 & thorium,& their alloys",22,Processed
68911,"Tungsten,unwrought;tungsten waste and scrap",22,Processed
68912,"Molybdenum,unwrought;molybdenum waste and scrap",22,Processed
68913,"Tantalum,unwrought;tantalum waste and scrap",22,Processed
68915,"Magnesium,unwrought",22,Processed
68991,"Beryllium,unwrought;beryllium waste and scrap",22,Processed
68999,"Other base metals,n.e.s.unwrought;cermets,unwrght.",22,Processed
6911,Structures & parts of struc.;iron/steel;plates,22,Processed
6912,"Structures & parts of struc.;aluminium;plates,rods",22,Processed
69311,Stranded wire etc.of iron or steel,22,Processed
69312,Stranded wire etc.of copper,22,Processed
69313,Stranded wire etc.of aluminium,22,Processed
6932,"Wire,twisted hoop for fencing of iron or steel",22,Processed
69351,"Gauze,cloth,grill of iron or steel",22,Processed
69352,"Gauze,cloth,grill of copper",22,Processed
69401,"Nails,tacks,staples,spiked cramps,studs,of copper",22,Processed
69402,Bolts & nuts screws & rivets of iron or steel,22,Processed
69403,"Nails,tacks,staples,spiked cramps rivets of copper",22,Processed
69541,"Interchang.tools for pressing,stamping drilling",22,Processed
69542,Knives & cutting blades for mach./mechan.applianc.,22,Processed
69543,"Tool tips & plates,sticks and the like",22,Processed
69607,Handles of base metal for art.in 696.05-696.08,22,Processed
69733,"Parts,n.e.s.of the app.under 697.31-697.32",22,Processed
69751,Sanitary ware for indoor use of iron or steel,22,Processed
69752,Sanitary ware for indoor use of copper,22,Processed
69753,Sanitary ware for indoor use of aluminium,22,Processed
69911,Locks and padlocks and parts thereof of base metal,22,Processed
69913,Base metal fittings & mountings for furniture,22,Processed
6992,"Chain and parts thereof,of iron or steel",22,Processed
69933,"Clasps,frames with clasps for handbags & the like",22,Processed
69941,Springs & leaves for springs of iron or steel,22,Processed
69942,Springs & leaves for springs of copper,22,Processed
69961,Flexible tubing and piping of base metal,22,Processed
69962,"Bells and gongs and parts thereof,non electric",22,Processed
69963,"Stoppers,crown corks,bottle caps etc of base met.",22,Processed
69964,"Sign-plates,name plates,numbers,letters,etc.",22,Processed
69965,"Wire,rods,tubes,plates & similar prod.for solder.",22,Processed
69979,Other articles of iron or steel,22,Processed
69981,Articles n.e.s.of copper,22,Processed
69982,Articles n.e.s.of nickel,22,Processed
69983,Articles n.e.s.of aluminium,22,Processed
69984,Articles n.e.s.of lead,22,Processed
69985,Articles n.e.s.of zinc,22,Processed
69991,"Tungsten,wrought.& art.of tungsten",22,Processed
69992,"Molybdenum,wrought & art.of molybdenum",22,Processed
69993,"Tantalum,wrought & art.of tantalum",22,Processed
69994,"Wrought bars,rods,angles,shapes of magnesium",22,Processed
69995,"Beryllium,wrought & art.of beryllium",22,Processed
69999,"Base metals,n.e.s. wrought & art. of such metals",22,Processed
72439,"Sewing mach.needles,furn. for sewing mach. 724.3",22,Processed
7731,"Insulated,elect.wire,cable,bars,strip and the like",22,Processed
77321,Elect.conduit tubing & joints of base metals,22,Processed
77324,Electrical insulators of other materials,22,Processed
77325,"Insulating fittings for electrical machines,glass",22,Processed
77326,"Insulating fittings for electrical machines,ceram.",22,Processed
77327,Insulating fittings for electrical machines other,22,Processed
77579,Parts of elec.-mech.domestic appl.of 775.7-,22,Processed
77581,Electr.storage water heaters & immersion heaters,22,Processed
77587,Electric heating resistors,22,Processed
77589,Parts of the appliances of 775.81/82/83/84/86/87,22,Processed
77819,Parts of electric accumulators,22,Processed
77822,"Discharge lamps,other than ultra-violet",22,Processed
77824,"Infra-red lamps,ultra-violet lamps & arc-lamps",22,Processed
77829,Parts of the lamps of 778.2-,22,Processed
8122,"Sinks,wash basins,bidets,water closet pans,etc",22,Processed
81241,"Illuminating glassware,optical elements of glass",22,Processed
81242,Lamps & lighting fittings of base metal and parts,22,Processed
81243,Portable electric battery and magneto lamps,22,Processed
82119,Parts of the chairs and seats of 821.11,22,Processed
84848,"Head-bands,linings,covers,hat frames etc.",22,Processed
88119,Parts of apparatus of 881.1-,22,Processed
88129,Parts of apparatus of 881.2-,22,Processed
8821,Chemical products & flashlight materials,22,Processed
88221,"Photographic plates,sensitized,unexposed",22,Processed
88223,"Paper,paperboard & cloth,unexposed,sensitized",22,Processed
88224,"Plates and film,sensitized,exposed",22,Processed
88225,"Plates,un-/perforated film exposed & developed",22,Processed
8830,"Cinematograph film,exposed-developed,neg.or pos.",22,Processed
88411,"Lenses,prisms,mirrors,optical elements,unmounted",22,Processed
88412,"Lenses,prisus,mirrors,optical elements,mounted",22,Processed
88513,"Watch movements,assembled",22,Processed
88514,Watch cases and parts,22,Processed
88525,"Clock movements,assembled",22,Processed
88526,Clock cases and cases of a similar type,22,Processed
88529,"Clock and watch parts,n.e.s.",22,Processed
89281,Paper and paperboard labels,22,Processed
89282,"Plans and drawings,for industrial purposes",22,Processed
89283,"Unused postage,revenue and similar stamps",22,Processed
89286,"Trade advertising material,com.catalogues etc.",22,Processed
8931,Art.for the conveyance or packing of goods,22,Processed
89391,Polyvinyl chloride in the form of plates,22,Processed
89392,Copolymers of vinyl chloride/acetate in plates,22,Processed
89394,Office or school supplies of mat.of div.58,22,Processed
89512,"Fittings for loose-leaf binders,clips,staples etc.",22,Processed
89591,Writing and other inks,22,Processed
89593,"Date,sealing or numbering stamps and the like",22,Processed
89594,"Typewriter and sim.ribbons,ink-pads",22,Processed
89595,"Sealing wax in sticks,cakes etc.",22,Processed
8989,Parts of and accessories for musical instruments,22,Processed
89949,"Parts,fittings,trimmings of art.of 899.41/899.42",22,Processed
89981,Hand sieves and hand riddles,22,Processed
89983,"Buttons and button moulds,studs,cuff-links etc.",22,Processed
89984,Slide fasteners and parts,22,Processed
89991,"Articles made from gut,bladders,tendons",22,Processed
89992,Skins and other parts of birds,22,Processed
89993,"Artificial flowers,foliage or fruit",22,Processed
89994,"Human hair,dressed,thinned,wool/an.hair for wigs",22,Processed
95109,Parts of arms,22,Processed
97101,"Gold,non-monetary unwrought,semi manufactured",22,Processed
97102,Rolled gold on base metalor silver,22,Processed
24501,"Fuel wood in logs,in billets,in twigs/in faggots",31,Primary
3221,"Anthracite,whether/not pulverized,not agglomerated",31,Primary
3222,"Other coal,whether/not pulverized,not agglomerated",31,Primary
3223,"Lignite,whether or not pulverized,not agglomerated",31,Primary
3330,Petrol.oils & crude oils obt.from bitumin.minerals,31,Primary
3414,Petroleum gases and other gaseous hydrocarbons nes,31,Primary
00111,"Bovine species pure bred,for breeding",41,Capital goods (except for transport equipment)
69211,Containers of iron or steel,41,Capital goods (except for transport equipment)
69213,Containers of aluminium,41,Capital goods (except for transport equipment)
69241,"Casks,drums,boxes of sheet or plate for pack.gds.",41,Capital goods (except for transport equipment)
69242,"Casks,drums,boxes of aluminium for packing goods",41,Capital goods (except for transport equipment)
69243,Containers of iron/steel for compressed gas,41,Capital goods (except for transport equipment)
69244,Containers of aluminium for compressed gas,41,Capital goods (except for transport equipment)
6951,Hand tools of a kind used in agriculture etc,41,Capital goods (except for transport equipment)
69531,Saws & blades for hand or machine saws,41,Capital goods (except for transport equipment)
69532,Wrenches and spanners,41,Capital goods (except for transport equipment)
69533,Files and rasps,41,Capital goods (except for transport equipment)
69534,"Other hand tools,pincers,tweezers and the like",41,Capital goods (except for transport equipment)
69539,"Hand tools n.e.s.blow lamps,anvils,port.forges",41,Capital goods (except for transport equipment)
