HS 2002 Product Code,HS 2002 Product Description,CPC Product Code,CPC Product Description
530890,Other,2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute,"
530911,Unbleached or bleached,2656,Woven fabrics of flax
530919,Other,2656,Woven fabrics of flax
530921,Unbleached or bleached,2656,Woven fabrics of flax
530929,Other,2656,Woven fabrics of flax
531010,Unbleached,2657,"Woven fabrics of jute and other textile bast fibres (except flax, true hemp and ramie)"
531090,Other,2657,"Woven fabrics of jute and other textile bast fibres (except flax, true hemp and ramie)"
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,2659,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn
540110,Of synthetic filaments,2641,Sewing thread of man-made filaments or staple fibres
540120,Of artificial filaments,2641,Sewing thread of man-made filaments or staple fibres
540210,High tenacity yarn of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540220,High tenacity yarn of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540233,Of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540239,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540241,Of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540242,"Of polyesters, partially oriented",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540243,"Of polyesters, other",3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540249,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540251,Of nylon or other polyamides,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540252,Of polyesters,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540259,Other,3552,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn),"
540261,Of nylon or other polyamides,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540262,Of polyesters,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540269,Other,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540310,High tenacity yarn of viscose rayon,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540320,Textured yarn,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540331,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",3555,Artificial filament yarn (except sewing thread and multiple or cabled
540332,"Of viscose rayon, with a twist exceeding 120 turns per metre",3555,Artificial filament yarn (except sewing thread and multiple or cabled
540333,Of cellulose acetate,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540339,Other,3555,Artificial filament yarn (except sewing thread and multiple or cabled
540341,Of viscose rayon,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540342,Of cellulose acetate,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540349,Other,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540410,Monofilament,3553,Synthetic monofilament and strip
540490,Other,3553,Synthetic monofilament and strip
540500,"Artificial monofilament of 67 decitex or more and of which no crosssectional dimension exceeds 1 mm; strip and the  like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.",3556,Artificial monofilament and strip
540610,Synthetic filament yarn,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540620,Artificial filament yarn,2642,"Yarn of man-made filaments, multiple or cabled (other than sewing thread,"
540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540720,Woven fabrics obtained from strip or the like,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540730,Fabrics specified in Note 9 to Section XI,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540741,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540742,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540743,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540744,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540751,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540752,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540753,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540754,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540761,Containing 85 % or more by weight of nontextured polyester filaments,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540769,Other,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540771,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540772,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540773,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540774,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540781,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540782,Dyed,2673,Other woven fabrics of man-made filament yarn
540783,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540784,Printed,2673,Other woven fabrics of man-made filament yarn
540791,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540792,Dyed,2673,Other woven fabrics of man-made filament yarn
540793,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540794,Printed,2673,Other woven fabrics of man-made filament yarn
540810,Woven fabrics obtained from high tenacity yarn of viscose rayon,2671,"Woven fabrics of man-made filament yarn, obtained from high tenacity"
540821,Unbleached or bleached,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540822,Dyed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540823,Of yarns of different colours,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540824,Printed,2672,"Other woven fabrics of man-made filament yarn, containing 85% or more"
540831,Unbleached or bleached,2673,Other woven fabrics of man-made filament yarn
540832,Dyed,2673,Other woven fabrics of man-made filament yarn
540833,Of yarns of different colours,2673,Other woven fabrics of man-made filament yarn
540834,Printed,2673,Other woven fabrics of man-made filament yarn
550110,Of nylon or other polyamides,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550120,Of polyesters,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550130,Acrylic or modacrylic,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550190,Other,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550200,Artificial filament tow.,3554,"Artificial filament tow and staple fibres, not carded or combed"
550310,Of nylon or other polyamides,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550320,Of polyesters,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550330,Acrylic or modacrylic,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550340,Of polypropylene,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550390,Other,3551,"Synthetic filament tow and staple fibres, not carded or combed"
550410,Of viscose rayon,3554,"Artificial filament tow and staple fibres, not carded or combed"
550490,Other,3554,"Artificial filament tow and staple fibres, not carded or combed"
550510,Of synthetic fibres,39216,Waste of man-made fibres
550520,Of artificial fibres,39216,Waste of man-made fibres
550610,Of nylon or other polyamides,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550620,Of polyesters,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550630,Acrylic or modacrylic,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550690,Other,2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning.",2622,"Artificial staple fibres, carded, combed or otherwise processed for"
550810,Of synthetic staple fibres,2641,Sewing thread of man-made filaments or staple fibres
550820,Of artificial staple fibres,2641,Sewing thread of man-made filaments or staple fibres
550911,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550912,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550921,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550922,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550931,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550932,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550941,Single yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550942,Multiple (folded) or cabled yarn,2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550951,Mixed mainly or solely with artificial staple fibres,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550952,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550953,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550959,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550961,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550962,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550969,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550991,Mixed mainly or solely with wool or fine animal hair,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550992,Mixed mainly or solely with cotton,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550999,Other,2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551011,Single yarn,2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551012,Multiple (folded) or cabled yarn,2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551020,"Other yarn, mixed mainly or solely with wool or fine animal hair",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551030,"Other yarn, mixed mainly or solely with cotton",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551090,Other yarn,2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551110,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres",2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551120,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551130,Of artificial staple fibres,2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551211,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551219,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551221,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551229,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551291,Unbleached or bleached,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551299,Other,2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551311,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551312,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551313,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551319,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551321,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551322,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551323,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551329,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551331,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551332,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551333,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551339,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551341,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551342,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551343,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551349,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551411,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551412,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551413,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551419,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551421,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551422,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551423,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551429,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551431,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551432,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551433,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551439,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551441,"Of polyester staple fibres, plain weave",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551442,"3thread or 4thread twill, including cross twill, of polyester staple fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551443,Other woven fabrics of polyester staple fibres,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551449,Other woven fabrics,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551511,Mixed mainly or solely with viscose rayon staple fibres,2679,Other woven fabrics of man-made staple fibres
551512,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551513,Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551519,Other,2679,Other woven fabrics of man-made staple fibres
551521,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551522,Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551529,Other,2679,Other woven fabrics of man-made staple fibres
551591,Mixed mainly or solely with manmade filaments,2679,Other woven fabrics of man-made staple fibres
551592,Mixed mainly or solely with wool or fine animal hair,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551599,Other,2679,Other woven fabrics of man-made staple fibres
551611,Unbleached or bleached,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551612,Dyed,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551613,Of yarns of different colours,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551614,Printed,2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551621,Unbleached or bleached,2679,Other woven fabrics of man-made staple fibres
551622,Dyed,2679,Other woven fabrics of man-made staple fibres
551623,Of yarns of different colours,2679,Other woven fabrics of man-made staple fibres
551624,Printed,2679,Other woven fabrics of man-made staple fibres
551631,Unbleached or bleached,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551632,Dyed,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551633,Of yarns of different colours,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551634,Printed,2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551641,Unbleached or bleached,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551642,Dyed,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551643,Of yarns of different colours,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551644,Printed,2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551691,Unbleached or bleached,2679,Other woven fabrics of man-made staple fibres
551692,Dyed,2679,Other woven fabrics of man-made staple fibres
551693,Of yarns of different colours,2679,Other woven fabrics of man-made staple fibres
551694,Printed,2679,Other woven fabrics of man-made staple fibres
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",27991,Wadding of textile materials and articles thereof; textile fibres not
560121,Of cotton,27991,Wadding of textile materials and articles thereof; textile fibres not
560122,Of manmade fibres,27991,Wadding of textile materials and articles thereof; textile fibres not
560129,Other,27991,Wadding of textile materials and articles thereof; textile fibres not
560130,Textile flock and dust and mill neps,27991,Wadding of textile materials and articles thereof; textile fibres not
560210,Needleloom felt and stitchbonded fibre fabrics,27921,Felt
560221,Of wool or fine animal hair,27921,Felt
560229,Of other textile materials,27921,Felt
560290,Other,27921,Felt
560311,Weighing not more than 25 g/m²,27922,Nonwovens
560312,Weighing more than 25 g/m² but not more than 70 g/m²,27922,Nonwovens
560313,Weighing more than 70 g/m² but not more than 150 g/m²,27922,Nonwovens
560314,Weighing more than 150 g/m²,27922,Nonwovens
560391,Weighing not more than 25 g/m²,27922,Nonwovens
560392,Weighing more than 25 g/m² but not more than 70 g/m²,27922,Nonwovens
560393,Weighing more than 70 g/m² but not more than 150 g/m²,27922,Nonwovens
560394,Weighing more than 150 g/m²,27922,Nonwovens
560410,"Rubber thread and cord, textile covered",27992,"Rubber thread and cord, textile covered; textile yarn and strip, impregnated or covered with rubber or"
560420,"High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",27992,"Rubber thread and cord, textile covered; textile yarn and strip, impregnated or covered with rubber or"
560490,Other,27992,"Rubber thread and cord, textile covered; textile yarn and strip, impregnated or covered with rubber or"
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal.",27993,Metallised yarn
560600,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop waleyarn.",27995,Gimped yarn and strip; chenille yarn; loop wale-yarn
560710,Of jute or other textile bast fibres of heading 53.03,2731,"Twine, cordage, rope and cables"
560721,Binder or baler twine,2731,"Twine, cordage, rope and cables"
560729,Other,2731,"Twine, cordage, rope and cables"
560741,Binder or baler twine,2731,"Twine, cordage, rope and cables"
560749,Other,2731,"Twine, cordage, rope and cables"
560750,Of other synthetic fibres,2731,"Twine, cordage, rope and cables"
560790,Other,2731,"Twine, cordage, rope and cables"
560811,Made up fishing nets,2732,"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip,"
560819,Other,2732,"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip,"
560890,Other,2732,"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip,"
560900,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.",2732,"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip,"
570110,Of wool or fine animal hair,2721,"Carpets and other textile floor coverings, knotted"
570190,Of other textile materials,2721,"Carpets and other textile floor coverings, knotted"
570210,"Kelem, Schumacks, Karamanie and similar handwoven rugs",2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570220,Floor coverings of coconut fibres (coir),2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570231,Of wool or fine animal hair,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570232,Of manmade textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570239,Of other textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570241,Of wool or fine animal hair,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570242,Of manmade textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570249,Of other textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570251,Of wool or fine animal hair,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570252,Of manmade textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570259,Of other textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570291,Of wool or fine animal hair,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570292,Of manmade textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570299,Of other textile materials,2722,"Carpets and other textile floor coverings, woven, not tufted or flocked"
570310,Of wool or fine animal hair,2723,"Carpets and other textile floor coverings, tufted"
570320,Of nylon or other polyamides,2723,"Carpets and other textile floor coverings, tufted"
570330,Of other manmade textile materials,2723,"Carpets and other textile floor coverings, tufted"
570390,Of other textile materials,2723,"Carpets and other textile floor coverings, tufted"
570410,"Tiles, having a maximum surface area of 0.3 m²",2729,Other carpets and textile floor coverings (including those of felt)
570490,Other,2729,Other carpets and textile floor coverings (including those of felt)
570500,"Other carpets and other textile floor coverings, whether or not made up.",2729,Other carpets and textile floor coverings (including those of felt)
580110,Of wool or fine animal hair,2683,Other woven pile fabrics and chenille fabrics (other than terry towelling and narrow fabrics)
580121,Uncut weft pile fabrics,2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580122,Cut corduroy,2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580123,Other weft pile fabrics,2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580124,"Warp pile fabrics, épinglé (uncut)",2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580125,"Warp pile fabrics, cut",2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580126,Chenille fabrics,2681,Woven pile fabrics and chenille fabrics (other than terry towelling
580131,Uncut weft pile fabrics,2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580132,Cut corduroy,2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580133,Other weft pile fabrics,2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580134,"Warp pile fabrics, épinglé (uncut)",2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580135,"Warp pile fabrics, cut",2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580136,Chenille fabrics,2682,Woven pile fabrics and chenille fabrics (other than terry towelling
580190,Of other textile materials,2683,Other woven pile fabrics and chenille fabrics (other than terry towelling and narrow fabrics)
580211,Unbleached,2684,Terry towelling and similar woven terry fabrics (other than narrow fabrics) of cotton
580219,Other,2684,Terry towelling and similar woven terry fabrics (other than narrow fabrics) of cotton
580220,"Terry towelling and similar woven terry fabrics, of other  textile materials",2685,Other terry towelling and similar woven terry fabrics (other than narrow fabrics)
580230,Tufted textile fabrics,2688,"Tufted textile fabrics, other than carpets"
580310,Of cotton,2686,Gauze (other than narrow fabrics) of cotton
580390,Of other textile materials,2687,Other gauze (other than narrow fabrics)
580410,Tulles and other net fabrics,27912,"Tulles and other net fabrics, except woven, knitted or crocheted fabrics;"
580421,Of manmade fibres,27912,"Tulles and other net fabrics, except woven, knitted or crocheted fabrics;"
580429,Of other textile materials,27912,"Tulles and other net fabrics, except woven, knitted or crocheted fabrics;"
580430,Handmade lace,27912,"Tulles and other net fabrics, except woven, knitted or crocheted fabrics;"
580500,"Handwoven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needleworked tapestries (for example, petit point, cross stitch), whether or not made up.",2714,Other furnishing articles n.e.c.; sets of woven fabric and yarn for making
580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580620,"Other woven fabrics, containing by weight 5 % or more of lastomeric yarn or rubber thread",27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580631,Of cotton,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580632,Of manmade fibres,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580639,Of other textile materials,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580710,Woven,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580790,Other,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580810,Braids in the piece,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580890,Other,27911,Narrow woven fabrics; narrow fabrics of warp without weft assembled by
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",27994,Woven fabrics of metal thread or metallised yarn n.e.c.
581010,Embroidery without visible ground,27913,"Embroidery in the piece, in strips or in motifs"
581091,Of cotton,27913,"Embroidery in the piece, in strips or in motifs"
581092,Of manmade fibres,27913,"Embroidery in the piece, in strips or in motifs"
581099,Of other textile materials,27913,"Embroidery in the piece, in strips or in motifs"
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.",27999,Quilted textile products in the piece n.e.c.
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
590190,Other,27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
590210,Of nylon or other polyamides,27996,"Tyre cord fabric of high tenacity yarn of nylon or other polyamides,"
590220,Of polyesters,27996,"Tyre cord fabric of high tenacity yarn of nylon or other polyamides,"
590290,Other,27996,"Tyre cord fabric of high tenacity yarn of nylon or other polyamides,"
590310,With poly(vinyl chloride),27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
590320,With polyurethane,27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
590390,Other,27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
590410,Linoleum,3893,Linoleum
590490,Other,3893,Linoleum
590500,Textile wall coverings.,32195,Textile wall coverings
590610,Adhesive tape of a width not exceeding 20 cm,3625,"Rubberised textile fabrics, except tyre cord fabric"
590691,Knitted or crocheted,3625,"Rubberised textile fabrics, except tyre cord fabric"
590699,Other,3625,"Rubberised textile fabrics, except tyre cord fabric"
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio backcloths or the like.",27997,"Textile fabrics, impregnated, coated or covered, n.e.c."
