HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
280300,Carbon (carbon blacks and other forms of carbon,2895,Carbon black
280410,Hydrogen,2813,Industrial gases
280421,Argon,2813,Industrial gases
280429,Rare gases (excl. argon),2813,Industrial gases
280430,Nitrogen,2813,Industrial gases
280440,Oxygen,2813,Industrial gases
280450,Boron; tellurium,2813,Industrial gases
280461,Silicon containing by weight >=99.99% silicon,3339,"Primary nonferrous metals, nspf"
280469,Silicon containing by weight <99.99% silicon,3339,"Primary nonferrous metals, nspf"
280470,Phosphorus,2819,"Industrial inorganic chemicals, nspf"
280480,Arsenic,2819,"Industrial inorganic chemicals, nspf"
280490,Selenium,3339,"Primary nonferrous metals, nspf"
280511,Sodium,2819,"Industrial inorganic chemicals, nspf"
280519,Alkali metals (excl. sodium),2819,"Industrial inorganic chemicals, nspf"
280521,Calcium,2819,"Industrial inorganic chemicals, nspf"
280522,Strontium and barium,2819,"Industrial inorganic chemicals, nspf"
280530,"Rare-earth metals, scandium and yttrium",2819,"Industrial inorganic chemicals, nspf"
280540,Mercury,2819,"Industrial inorganic chemicals, nspf"
280610,Hydrogen chloride (hydrochloric acid),2819,"Industrial inorganic chemicals, nspf"
280620,Chlorosulphuric acid,2819,"Industrial inorganic chemicals, nspf"
280700,Sulphuric acid; oleum,2819,"Industrial inorganic chemicals, nspf"
280800,Nitric acid; sulphonitric acids,2819,"Industrial inorganic chemicals, nspf"
280910,Diphosphorus pentaoxide,2819,"Industrial inorganic chemicals, nspf"
280920,Phosphoric acid and polyphosphoric acids,2874,Phosphatic fertilizers
281000,Oxides of boron; boric acids,2819,"Industrial inorganic chemicals, nspf"
281111,Hydrogen fluoride (hydrofluoric acid),2819,"Industrial inorganic chemicals, nspf"
281119,"Other inorganic acids, nes",2819,"Industrial inorganic chemicals, nspf"
281121,Carbon dioxide,2813,Industrial gases
281122,Silicon dioxide,2819,"Industrial inorganic chemicals, nspf"
281123,Sulphur dioxide,2819,"Industrial inorganic chemicals, nspf"
281129,"Other inorganic oxygen compounds of non-metals,",2819,"Industrial inorganic chemicals, nspf"
281210,Chlorides and chlorides oxides of non-metals,2819,"Industrial inorganic chemicals, nspf"
281290,"Halides and halide oxides of non-metals, nes",2819,"Industrial inorganic chemicals, nspf"
281310,Carbon disulphide,2819,"Industrial inorganic chemicals, nspf"
281390,Sulphides of non-metals (excl. carbon)commercia,2819,"Industrial inorganic chemicals, nspf"
281410,Anhydrous ammonia,2819,"Industrial inorganic chemicals, nspf"
281420,Ammonia in aqueous solution,2819,"Industrial inorganic chemicals, nspf"
281511,"Sodium hydroxide (caustic soda), solid",2812,Alkalies and chlorine
281512,Sodium hydroxide in aqueous solution (soda lye,2812,Alkalies and chlorine
281520,Potassium hydroxide (caustic potash),2812,Alkalies and chlorine
281530,Peroxides of sodium or potassium,2812,Alkalies and chlorine
281610,Hydroxide and peroxide of magnesium,2819,"Industrial inorganic chemicals, nspf"
281620,"Oxide, hydroxide and peroxide of strontium",2819,"Industrial inorganic chemicals, nspf"
281630,"Oxide, hydroxide and peroxide of barium",2819,"Industrial inorganic chemicals, nspf"
281700,Zinc oxide; zinc peroxide,2819,"Industrial inorganic chemicals, nspf"
281810,"Artificial corundum, whether or not chemically",3291,Abrasive products
281820,"Aluminium oxide, other than artificial corundum",2819,"Industrial inorganic chemicals, nspf"
281830,Aluminium hydroxide,2819,"Industrial inorganic chemicals, nspf"
281910,Chromium trioxide,2819,"Industrial inorganic chemicals, nspf"
281990,Chromium oxides and hydroxides (excl. chromium,2819,"Industrial inorganic chemicals, nspf"
282010,Manganese dioxide,2819,"Industrial inorganic chemicals, nspf"
282090,Manganese oxides (excl. manganese dioxide),2819,"Industrial inorganic chemicals, nspf"
282110,Iron oxides and hydroxides,2816,Inorganic pigments
282120,Earth colours containing >=70% iron(III)oxide,2816,Inorganic pigments
282200,Cobalt oxides and hydroxides; commercial cobalt,2819,"Industrial inorganic chemicals, nspf"
282300,Titanium oxides,2816,Inorganic pigments
282410,"Lead monoxide (litharge, massicot)",2816,Inorganic pigments
282420,Red lead and orange lead,2816,Inorganic pigments
282490,"Lead oxides, nes",2816,Inorganic pigments
282510,Hydrazine and hydroxylamine and their inorganic,2819,"Industrial inorganic chemicals, nspf"
282520,Lithium oxide and hydroxide,2819,"Industrial inorganic chemicals, nspf"
282530,Vanadium oxides and hydroxides,2819,"Industrial inorganic chemicals, nspf"
282540,Nickel oxides and hydroxides,2819,"Industrial inorganic chemicals, nspf"
282550,Copper oxides and hydroxides,2819,"Industrial inorganic chemicals, nspf"
282560,Germanium oxides and zirconium dioxides,2819,"Industrial inorganic chemicals, nspf"
282570,Molybdenum oxides and hydroxides,2819,"Industrial inorganic chemicals, nspf"
282580,Antimony oxides,2816,Inorganic pigments
282590,"Other inorganic bases; other metal oxides, hydr",2819,"Industrial inorganic chemicals, nspf"
282611,Fluorides of ammonium or of sodium,2819,"Industrial inorganic chemicals, nspf"
282612,Fluorides of aluminium,2819,"Industrial inorganic chemicals, nspf"
282619,"Fluorides, nes",2819,"Industrial inorganic chemicals, nspf"
282620,Fluorosilicates of sodium or of potassium,2819,"Industrial inorganic chemicals, nspf"
282630,Sodium hexafloroaluminate (synthetic cryolite),2819,"Industrial inorganic chemicals, nspf"
282690,Fluoroaluminates and other complex fluorine sal,2819,"Industrial inorganic chemicals, nspf"
282710,Ammonium chloride,2819,"Industrial inorganic chemicals, nspf"
282720,Calcium chloride,2819,"Industrial inorganic chemicals, nspf"
282731,Magnesium chloride,2819,"Industrial inorganic chemicals, nspf"
282732,Aluminium chloride,2819,"Industrial inorganic chemicals, nspf"
282733,Iron chloride,2819,"Industrial inorganic chemicals, nspf"
282734,Cobalt chloride,2819,"Industrial inorganic chemicals, nspf"
282735,Nickel chloride,2819,"Industrial inorganic chemicals, nspf"
282736,Zinc chloride,2819,"Industrial inorganic chemicals, nspf"
282737,Tin chloride,2819,"Industrial inorganic chemicals, nspf"
282738,Barium chloride,2819,"Industrial inorganic chemicals, nspf"
282739,"Chlorides, nes",2819,"Industrial inorganic chemicals, nspf"
282741,Chloride oxides and chloride hydroxides of copp,2819,"Industrial inorganic chemicals, nspf"
282749,Chloride oxides and chloride hydroxides (excl.,2819,"Industrial inorganic chemicals, nspf"
282751,Bromides of sodium or of potassium,2819,"Industrial inorganic chemicals, nspf"
282759,Bromides and bromide oxides (excl. of sodium an,2819,"Industrial inorganic chemicals, nspf"
282760,Iodides and iodide oxides,2819,"Industrial inorganic chemicals, nspf"
282810,Commercial calcium hypochlorite and other calci,2819,"Industrial inorganic chemicals, nspf"
282890,Hypochlorites (excl. of calcium) and chlorites;,2819,"Industrial inorganic chemicals, nspf"
282911,Chlorates of sodium,2819,"Industrial inorganic chemicals, nspf"
282919,Chlorates (excl. of sodium),2819,"Industrial inorganic chemicals, nspf"
282990,Perchlorates; bromates and perbromates; iodates,2819,"Industrial inorganic chemicals, nspf"
283010,Sodium sulphides,2819,"Industrial inorganic chemicals, nspf"
283020,Zinc sulphide,2819,"Industrial inorganic chemicals, nspf"
283030,Cadmium sulphide,2819,"Industrial inorganic chemicals, nspf"
283090,Other sulphides and polysulphides,2819,"Industrial inorganic chemicals, nspf"
283110,Dithionites and sulphoxylates of sodium,2819,"Industrial inorganic chemicals, nspf"
283190,Dithionites and sulphoxylates (excl. of sodium),2819,"Industrial inorganic chemicals, nspf"
283210,Sodium sulphites,2819,"Industrial inorganic chemicals, nspf"
283220,Sulphites (excl. sodium),2819,"Industrial inorganic chemicals, nspf"
283230,Thiosulphates,2819,"Industrial inorganic chemicals, nspf"
283311,Disodium sulphate,2819,"Industrial inorganic chemicals, nspf"
283319,Sodium sulphates (excl. disodium sulphate),2819,"Industrial inorganic chemicals, nspf"
283321,Sulphates of magnesium,2819,"Industrial inorganic chemicals, nspf"
283322,Sulphates of aluminium,2819,"Industrial inorganic chemicals, nspf"
283323,Sulphates of chromium,2819,"Industrial inorganic chemicals, nspf"
283324,Sulphates of nickel,2819,"Industrial inorganic chemicals, nspf"
283325,Sulphates of copper,2819,"Industrial inorganic chemicals, nspf"
283326,Sulphates of zinc,2819,"Industrial inorganic chemicals, nspf"
283327,Sulphates of barium,2819,"Industrial inorganic chemicals, nspf"
283329,"Other sulphates, nes",2819,"Industrial inorganic chemicals, nspf"
283330,Alums,2819,"Industrial inorganic chemicals, nspf"
283340,Peroxosulphates (persulphates),2819,"Industrial inorganic chemicals, nspf"
283410,Nitrites,2819,"Industrial inorganic chemicals, nspf"
283421,Nitrates of potassium,2819,"Industrial inorganic chemicals, nspf"
283422,Nitrates of bismuth,2819,"Industrial inorganic chemicals, nspf"
283429,Nitrates of barium; of beryllium; of cadmium; o,2819,"Industrial inorganic chemicals, nspf"
283510,Phosphinates and phosphonates,2819,"Industrial inorganic chemicals, nspf"
283521,Phosphates of triammonium,2874,Phosphatic fertilizers
283522,Phosphates of mono or disodium,2819,"Industrial inorganic chemicals, nspf"
283523,Phosphates of trisodium,2819,"Industrial inorganic chemicals, nspf"
283524,Phosphates of potassium,2819,"Industrial inorganic chemicals, nspf"
283525,Calcium hydrogenorthophosphate (dicalcium phosp,2819,"Industrial inorganic chemicals, nspf"
283526,"Phosphates of calcium, nes",2819,"Industrial inorganic chemicals, nspf"
283529,Phosphates (excl. polyphosphates),2819,"Industrial inorganic chemicals, nspf"
283531,Sodium triphosphate (sodium tripolyphosphates),2819,"Industrial inorganic chemicals, nspf"
283539,"Polyphosphates, nes",2819,"Industrial inorganic chemicals, nspf"
283610,Commercial ammonium carbonate and other ammoniu,2873,Nitrogenous fertilizers
283620,Disodium carbonate,2812,Alkalies and chlorine
283630,Sodium hydrogencarbonate (sodium bicarbonate),2812,Alkalies and chlorine
283640,Potassium carbonates,2812,Alkalies and chlorine
283650,Calcium carbonate,2819,"Industrial inorganic chemicals, nspf"
283660,Barium carbonate,2819,"Industrial inorganic chemicals, nspf"
283670,Lead carbonate,2819,"Industrial inorganic chemicals, nspf"
283691,Lithium carbonates,2819,"Industrial inorganic chemicals, nspf"
283692,Strontium carbonate,2819,"Industrial inorganic chemicals, nspf"
283693,Bismuth carbonate,2819,"Industrial inorganic chemicals, nspf"
283699,Other carbonates; peroxocarbonates,2819,"Industrial inorganic chemicals, nspf"
283711,Cyanides and cyanide oxides of sodium,2819,"Industrial inorganic chemicals, nspf"
283719,"Cyanides, cyanide oxides (excl. sodium)",2819,"Industrial inorganic chemicals, nspf"
283720,Complex cyanides,2819,"Industrial inorganic chemicals, nspf"
283800,Fulminates; cyanates and thiocyanates,2819,"Industrial inorganic chemicals, nspf"
283911,Sodium metasilicates,2819,"Industrial inorganic chemicals, nspf"
283919,Silicates of sodium (excl. metasilicates),2819,"Industrial inorganic chemicals, nspf"
283920,Silicates of potassium,2819,"Industrial inorganic chemicals, nspf"
283990,Other silicates (excl. of sodium and potassium),2819,"Industrial inorganic chemicals, nspf"
284011,Anhydrous disodium tetraborate (refined borax),2819,"Industrial inorganic chemicals, nspf"
284019,"Disodium tetraborate, not anhydrous",2819,"Industrial inorganic chemicals, nspf"
284020,"Other borates, nes",2819,"Industrial inorganic chemicals, nspf"
284030,Peroxoborates,2819,"Industrial inorganic chemicals, nspf"
284110,Aluminates,2819,"Industrial inorganic chemicals, nspf"
284120,Chromates of zinc or of lead,2816,Inorganic pigments
284130,Sodium dichromate,2819,"Industrial inorganic chemicals, nspf"
284140,Potassium dichromate,2819,"Industrial inorganic chemicals, nspf"
284150,"Other chromates and dichromates, nes; peroxochr",2819,"Industrial inorganic chemicals, nspf"
284160,"Manganites, manganates and permanganates",2819,"Industrial inorganic chemicals, nspf"
284170,Molybdates,2819,"Industrial inorganic chemicals, nspf"
284180,Tungstates (wolframates),2819,"Industrial inorganic chemicals, nspf"
284190,Other salts of oxometallic and peroxometallic a,2819,"Industrial inorganic chemicals, nspf"
284210,Double or complex silicates,2819,"Industrial inorganic chemicals, nspf"
284290,Other salts of inorganic acids or peroxoacids (,2819,"Industrial inorganic chemicals, nspf"
284310,Colloidal precious metals,2819,"Industrial inorganic chemicals, nspf"
284321,Silver nitrate,2819,"Industrial inorganic chemicals, nspf"
284329,Silver compounds (excl. silver nitrate),2819,"Industrial inorganic chemicals, nspf"
284330,Gold compounds,2819,"Industrial inorganic chemicals, nspf"
284390,"Other compounds, nes, and amalgams of precious",2819,"Industrial inorganic chemicals, nspf"
284410,"Natural uranium and its compounds, etc",2819,"Industrial inorganic chemicals, nspf"
284420,Enriched uranium and plutonium and their compou,2819,"Industrial inorganic chemicals, nspf"
284430,Depleted uranium and thorium and their compound,2819,"Industrial inorganic chemicals, nspf"
284440,Radioactive elements/isotopes and their compoun,2819,"Industrial inorganic chemicals, nspf"
284450,Spent (irradiated) fuel elements (cartridges) o,2819,"Industrial inorganic chemicals, nspf"
284510,Heavy water (deuterium oxide),2819,"Industrial inorganic chemicals, nspf"
284590,Other isotopes and their inorganic or organic c,2819,"Industrial inorganic chemicals, nspf"
284610,Cerium compounds,2819,"Industrial inorganic chemicals, nspf"
284690,"Compounds, inorganic or organic, of rare-earth",2819,"Industrial inorganic chemicals, nspf"
284700,Hydrogen peroxide,2819,"Industrial inorganic chemicals, nspf"
284810,"Phosphides of copper (phosphor copper), contain",2819,"Industrial inorganic chemicals, nspf"
284890,"Phosphides of other metals, nes, or of non-meta",2819,"Industrial inorganic chemicals, nspf"
284910,Carbides of calcium,2819,"Industrial inorganic chemicals, nspf"
284920,Carbides of silicon,3291,Abrasive products
284990,Other carbides (excl. of calcium and silicon),3291,Abrasive products
285000,"Hydrides, nitrides, azides, silicides and borid",2819,"Industrial inorganic chemicals, nspf"
285100,Other inorganic compounds; liquid air; compress,2819,"Industrial inorganic chemicals, nspf"
290110,"Acyclic hydrocarbons, saturated",2911,Petroleum refinery products
290121,Ethylene,2911,Petroleum refinery products
290122,Propene (propylene),2911,Petroleum refinery products
290123,Butene (butylene) and isomers thereof,2911,Petroleum refinery products
290124,"Buta-1,3-diene and isoprene",2911,Petroleum refinery products
290129,"Unsaturated acyclic hydrocarbons, nes",2911,Petroleum refinery products
290211,Cyclohexane,2865,Cyclic crudes and intermediates
290219,"Cyclanes, cyclenes and cycloterpenes",2865,Cyclic crudes and intermediates
290220,Benzene,2911,Petroleum refinery products
290230,Toluene,2865,Cyclic crudes and intermediates
290241,o-Xylene,2865,Cyclic crudes and intermediates
290242,m-Xylene,2865,Cyclic crudes and intermediates
290243,p-Xylene,2865,Cyclic crudes and intermediates
290244,Mixed xylene isomers,2865,Cyclic crudes and intermediates
290250,Styrene,2865,Cyclic crudes and intermediates
290260,Ethylbenzene,2865,Cyclic crudes and intermediates
290270,Cumene,2865,Cyclic crudes and intermediates
290290,"Other cyclic hydrocarbons, nes",2865,Cyclic crudes and intermediates
290311,Chloromethane (methyl chloride) and chloroethan,2869,"Industrial organic chemicals, nspf"
290312,Dichloromethane (methylene chloride),2869,"Industrial organic chemicals, nspf"
290313,Chloroform (trichloromethane),2869,"Industrial organic chemicals, nspf"
290314,Carbon tetrachloride,2869,"Industrial organic chemicals, nspf"
290315,"1,2-Dichloroethane (ethylene dichloride)",2869,"Industrial organic chemicals, nspf"
290316,"1,2-Dichloropropane (propylene dichloride) and",2869,"Industrial organic chemicals, nspf"
290319,Saturated chlorinated derivatives of acyclic hy,2869,"Industrial organic chemicals, nspf"
290321,Vinyl chloride (chloroethylene),2869,"Industrial organic chemicals, nspf"
290322,Trichloroethylene,2869,"Industrial organic chemicals, nspf"
290323,Tetrachloroethylene (perchloroethylene),2869,"Industrial organic chemicals, nspf"
290329,Unsaturated chlorinated derivatives of acyclic,2869,"Industrial organic chemicals, nspf"
290330,"Fluorinated, brominated or iodinated derivitive",2869,"Industrial organic chemicals, nspf"
290340,Halogenated derivatives of acyclic hydrocarbons,2869,"Industrial organic chemicals, nspf"
290351,"1,2,3,4,5,6-Hexachlorocyclohexane",2869,"Industrial organic chemicals, nspf"
290359,Halogenated derivatives of cyclanic... cycloter,2869,"Industrial organic chemicals, nspf"
290361,"Chlorobenzene, o-dichlorobenzene and p-dichloro",2869,"Industrial organic chemicals, nspf"
290362,"Hexachlorobenzene and DDT(1,1,1-trichloro-2,2-b",2869,"Industrial organic chemicals, nspf"
290369,Halogenated derivatives of aromatic hydrocarbon,2869,"Industrial organic chemicals, nspf"
290410,Hydrocarbon derivatives containing only sulpho,2869,"Industrial organic chemicals, nspf"
290420,Hydrocarbon derivatives containing only nitro/n,2869,"Industrial organic chemicals, nspf"
290490,"Sulphonated, nitrated or nitrosated derivatives",2869,"Industrial organic chemicals, nspf"
290511,Methanol (methyl alcohol),2869,"Industrial organic chemicals, nspf"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,2869,"Industrial organic chemicals, nspf"
290513,Butan-1-ol (n-butyl alcohol),2869,"Industrial organic chemicals, nspf"
290514,"Other butanols, nes",2869,"Industrial organic chemicals, nspf"
290515,Pentanol (amyl alcohol) and isomers thereof,2869,"Industrial organic chemicals, nspf"
290516,Octanol (octyl alcohol) and isomers thereof,2869,"Industrial organic chemicals, nspf"
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",2869,"Industrial organic chemicals, nspf"
290519,"Saturated monohydric alcohols, nes",2869,"Industrial organic chemicals, nspf"
290521,Allyl alcohol,2869,"Industrial organic chemicals, nspf"
290522,Acyclic terpene alcohols,2869,"Industrial organic chemicals, nspf"
290529,"Unsaturated monohydric alcohols, nes",2869,"Industrial organic chemicals, nspf"
290531,Ethylene glycol (ethanediol),2869,"Industrial organic chemicals, nspf"
290532,"Propylene glycol (propane-1,2-diol)",2869,"Industrial organic chemicals, nspf"
290539,"Other diols, nes",2869,"Industrial organic chemicals, nspf"
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",2869,"Industrial organic chemicals, nspf"
290542,Pentaerythritol,2869,"Industrial organic chemicals, nspf"
290543,Mannitol,2869,"Industrial organic chemicals, nspf"
290544,D-glucitol (sorbitol),2869,"Industrial organic chemicals, nspf"
290549,"Other polyhydric alcohols, nes",2869,"Industrial organic chemicals, nspf"
290550,Halogenated... or nitrosated derivatives of acy,2869,"Industrial organic chemicals, nspf"
290611,Menthol,2869,"Industrial organic chemicals, nspf"
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",2869,"Industrial organic chemicals, nspf"
290613,Sterols and inositols,2869,"Industrial organic chemicals, nspf"
290614,Terpineols,2869,"Industrial organic chemicals, nspf"
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",2869,"Industrial organic chemicals, nspf"
290621,Benzyl alcohol,2869,"Industrial organic chemicals, nspf"
290629,"Aromatic alcohols and their derivatives, nes",2869,"Industrial organic chemicals, nspf"
290711,Phenol (hydroxybenzene) and its salts,2869,"Industrial organic chemicals, nspf"
290712,Cresols and their salts,2865,Cyclic crudes and intermediates
290713,"Octylphenol, nonylphenol and their isomers; sal",2865,Cyclic crudes and intermediates
290714,Xylenols and their salts,2865,Cyclic crudes and intermediates
290715,Naphthols and their salts,2865,Cyclic crudes and intermediates
290719,"Other monophenols, nes",2865,Cyclic crudes and intermediates
290721,Resorcinol and its salts,2865,Cyclic crudes and intermediates
290722,Hydroquinone (quinol) and its salts,2865,Cyclic crudes and intermediates
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",2865,Cyclic crudes and intermediates
290729,"Other polyphenols, nes",2833,Medicinals and botanicals
290730,Phenol-alcohols,2869,"Industrial organic chemicals, nspf"
290810,Phenol or phenol-alcohol derivatives containing,2869,"Industrial organic chemicals, nspf"
290820,Phenol or phenol-alcohol derivatives containing,2869,"Industrial organic chemicals, nspf"
290890,Other halogenated... or nitrosated derivatives,2869,"Industrial organic chemicals, nspf"
290911,Diethyl ether,2869,"Industrial organic chemicals, nspf"
290919,Other acyclic ethers and their halogenated... d,2869,"Industrial organic chemicals, nspf"
290920,"Cyclanic, cyclenic... ethers and their halogena",2869,"Industrial organic chemicals, nspf"
290930,Aromatic ethers and their halogenated... deriva,2869,"Industrial organic chemicals, nspf"
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",2869,"Industrial organic chemicals, nspf"
290942,Monomethyl ethers of ethylene glycol or of diet,2869,"Industrial organic chemicals, nspf"
290943,Monobutyl ethers of ethylene glycol or of dieth,2869,"Industrial organic chemicals, nspf"
290944,Other monoalkylethers of ethylene glycol or of,2869,"Industrial organic chemicals, nspf"
290949,Other acyclic ether-alcohols and their halogena,2869,"Industrial organic chemicals, nspf"
290950,"Ether-phenols, ether-alcohol-phenols and haloge",2869,"Industrial organic chemicals, nspf"
290960,"Alcohol, ether and ketone peroxides and their..",2869,"Industrial organic chemicals, nspf"
291010,Oxirane (ethylene oxide),2869,"Industrial organic chemicals, nspf"
291020,Methyloxirane (propylene oxide),2869,"Industrial organic chemicals, nspf"
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",2869,"Industrial organic chemicals, nspf"
291090,Epoxides... with a three-membered ring and deri,2869,"Industrial organic chemicals, nspf"
291100,Acetals and hemiacetals and their halogenated..,2869,"Industrial organic chemicals, nspf"
291211,Methanal (formaldehyde),2869,"Industrial organic chemicals, nspf"
291212,Ethanal (acetaldehyde),2869,"Industrial organic chemicals, nspf"
291213,"Butanal (butyaldehyde, normal isomer)",2869,"Industrial organic chemicals, nspf"
291219,"Other acyclic aldehydes, without oxygen functio",2869,"Industrial organic chemicals, nspf"
291221,Benzaldehyde,2869,"Industrial organic chemicals, nspf"
291229,"Other cyclic aldehydes, without oxygen function",2869,"Industrial organic chemicals, nspf"
291230,Aldehyde-alcohols,2869,"Industrial organic chemicals, nspf"
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),2869,"Industrial organic chemicals, nspf"
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),2869,"Industrial organic chemicals, nspf"
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",2869,"Industrial organic chemicals, nspf"
291250,Cyclic polymers of aldehydes,2869,"Industrial organic chemicals, nspf"
291260,Paraformaldehyde,2869,"Industrial organic chemicals, nspf"
291300,"Halogenated, sulphonated, nitrated or nitrosate",2869,"Industrial organic chemicals, nspf"
291411,Acetone,2869,"Industrial organic chemicals, nspf"
291412,Butanone (methyl ethyl ketone),2869,"Industrial organic chemicals, nspf"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),2869,"Industrial organic chemicals, nspf"
291419,"Other acyclic ketones, without oxygen function,",2869,"Industrial organic chemicals, nspf"
291421,Camphor,2869,"Industrial organic chemicals, nspf"
291422,Cyclohexanone and methylcyclohexanones,2869,"Industrial organic chemicals, nspf"
291423,Ionones and methylionones,2869,"Industrial organic chemicals, nspf"
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",2869,"Industrial organic chemicals, nspf"
291430,Aromatic ketones without oxygen function,2869,"Industrial organic chemicals, nspf"
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,2869,"Industrial organic chemicals, nspf"
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,2869,"Industrial organic chemicals, nspf"
291450,Ketone-phenols and ketones with oxygen function,2869,"Industrial organic chemicals, nspf"
291461,Anthraquinone,2869,"Industrial organic chemicals, nspf"
291469,Quinones (excl. anthraquinone),2869,"Industrial organic chemicals, nspf"
291470,Halogenated... or nitrosated derivatives of ket,2869,"Industrial organic chemicals, nspf"
291511,Formic acid,2869,"Industrial organic chemicals, nspf"
291512,Salts of formic acid,2869,"Industrial organic chemicals, nspf"
291513,Esters of formic acid,2869,"Industrial organic chemicals, nspf"
291521,Acetic acid,2869,"Industrial organic chemicals, nspf"
291522,Sodium acetate,2869,"Industrial organic chemicals, nspf"
291523,Cobalt acetates,2869,"Industrial organic chemicals, nspf"
291524,Acetic anhydride,2869,"Industrial organic chemicals, nspf"
291529,Salts of acetic acid (excl. of sodium and cobal,2869,"Industrial organic chemicals, nspf"
291531,Ethyl acetate,2869,"Industrial organic chemicals, nspf"
291532,Vinyl acetate,2869,"Industrial organic chemicals, nspf"
291533,n-Butyl acetate,2869,"Industrial organic chemicals, nspf"
291534,Isobutyl acetate,2869,"Industrial organic chemicals, nspf"
291535,2-Ethoxyethyl acetate,2869,"Industrial organic chemicals, nspf"
291539,"Other esters of acetic acids, nes",2869,"Industrial organic chemicals, nspf"
291540,"Mono-, di- or trichloroacetic acids, their salt",2869,"Industrial organic chemicals, nspf"
291550,"Propionic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291560,"Butyric acids, valeric acids, their salts and e",2869,"Industrial organic chemicals, nspf"
291570,"Palmitic acid, stearic acid, their salts and es",2899,"Chemical preparations, nspf"
291590,Saturated acyclic monocarboxylic acids and thei,2833,Medicinals and botanicals
291611,Acrylic acid and its salts,2869,"Industrial organic chemicals, nspf"
291612,Esters of acrylic acid,2869,"Industrial organic chemicals, nspf"
291613,Methacrylic acid and its salts,2869,"Industrial organic chemicals, nspf"
291614,Esters of methacrylic acid,2869,"Industrial organic chemicals, nspf"
291615,"Oleic, linoleic or linolenic acids, their salts",2869,"Industrial organic chemicals, nspf"
291619,Unsaturated acyclic monocarboxylic acids and th,2869,"Industrial organic chemicals, nspf"
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",2869,"Industrial organic chemicals, nspf"
291631,"Benzoic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291632,Benzoyl peroxide and benzoyl chloride,2869,"Industrial organic chemicals, nspf"
291633,"Phenylacetic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291639,"Aromatic monocarboxylic acids, etc, their... de",2869,"Industrial organic chemicals, nspf"
291711,"Oxalic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291712,"Adipic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291713,"Azelaic acid, sebacic acid, their salts and est",2869,"Industrial organic chemicals, nspf"
291714,Maleic anhydride,2869,"Industrial organic chemicals, nspf"
291719,"Acyclic polycarboxylic acids, etc, their... der",2869,"Industrial organic chemicals, nspf"
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",2869,"Industrial organic chemicals, nspf"
291731,Dibutyl orthophthalates,2869,"Industrial organic chemicals, nspf"
291732,Dioctyl orthophthalates,2869,"Industrial organic chemicals, nspf"
291733,Dinonyl or didecyl orthophthalates,2869,"Industrial organic chemicals, nspf"
291734,"Other esters of orthophthalic acid, nes",2869,"Industrial organic chemicals, nspf"
291735,Phthalic anhydride,2869,"Industrial organic chemicals, nspf"
291736,Terephthalic acid and its salts,2869,"Industrial organic chemicals, nspf"
291737,Dimethyl terephthalate,2869,"Industrial organic chemicals, nspf"
291739,"Aromatic polycarboxylic acids, etc, their... de",2865,Cyclic crudes and intermediates
291811,"Lactic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291812,Tartaric acid,2869,"Industrial organic chemicals, nspf"
291813,Salts and esters of tartaric acid,2869,"Industrial organic chemicals, nspf"
291814,Citric acid,2869,"Industrial organic chemicals, nspf"
291815,Salts and esters of citric acid,2869,"Industrial organic chemicals, nspf"
291816,"Gluconic acid, its salts and esters",2869,"Industrial organic chemicals, nspf"
291817,"Phenylglycolic acid (mandelic acid), its salts",2869,"Industrial organic chemicals, nspf"
291819,"Carboxylic acids with alcohol function, without",2869,"Industrial organic chemicals, nspf"
291821,Salicylic acid and its salts,2865,Cyclic crudes and intermediates
291822,"O-Acetylsalicylic acid, its salts and esters",2833,Medicinals and botanicals
291823,Other esters of salicylic acid and their salts,2833,Medicinals and botanicals
291829,"Carboxylic acids with phenol function, without",2869,"Industrial organic chemicals, nspf"
291830,"Carboxylic acids with aldehyde, ketone but with",2869,"Industrial organic chemicals, nspf"
291890,"Carboxylic acids with oxygen function, etc, the",2833,Medicinals and botanicals
